/Users/ggarcia/Library/Python/3.9/lib/python/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
  warnings.warn(
Loading environment variables from .env file in $HOME/.sfdc...
Connected to Salesforce successfully!
Start Date: 2024-09-16
End Date: 2024-09-30
Current Quarter: Q3
SOQL Query: 
    SELECT Name, Amount, CloseDate, ForecastCategoryName, Owner_Area__c, Distributor__c, StageName, IsClosed
    FROM Opportunity
    WHERE CloseDate >= 2024-09-16 
    AND CloseDate <= 2024-09-30
    AND IsClosed = False
    AND Owner_Area__c LIKE '%SOLA%'
    ORDER BY CloseDate ASC
    
Total records retrieved: 849
Distributor: a0N3400000LcbcZEAR, Opportunity: Q3-FY24-RNW-BOLSA-W38 SEPTIEMBRE 16, CloseDate: 2024-09-16, Area: SOLA - Colombia, Amount: 1595.0
Distributor: a0N3400000TSnDvEAL, Opportunity: ClaroVTR_ADPRO_SDWAN, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 23413.5
Distributor: a0N3400000TSnEAEA1, Opportunity: ENT - TeUno / La Favorita / FG SDWAN, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 5071.86
Distributor: a0N3400000LcbcZEAR, Opportunity: Q4-2024- Renewal -credibanco, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 70000.0
Distributor: a0N3400000LcbcjEAB, Opportunity: GTD-Nat-FS, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 11445.72
Distributor: a0N3400000LcbcjEAB, Opportunity: TTech Cyber - MultiCustomers, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 1751.22
Distributor: a0N3400000LcbcZEAR, Opportunity: Q3-FY24-RNW-BOLSA-W39 SEPTIEMBRE, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 18557.0
Distributor: a0N30000000WGdSEAW, Opportunity: UCA | Datco | Sede H.Britanico, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 11128.39
Distributor: a0N3400000LcbcjEAB, Opportunity: TCCT_FERRETERIA EL AGUILA_SDWAN, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 3208.6
Distributor: a0N8000000Ajer4EAB, Opportunity: SCANIA - SEDE HUACHIPA, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 66585.54
Distributor: a0N3400000LcbcjEAB, Opportunity: ClaroVTR_DeportesSparta_SASE_EDR, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 24484.32
Distributor: a0N3400000TSoUvEAL, Opportunity: MI // Q4-2024-Renewal-GCBA- Proyecto FW (6 months), CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 146722.02
Distributor: a0N2H000007lgZ3UAI, Opportunity: PY _ TEISA _ Ufinet _ FG-400F ENTERPRISE, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 14070.36
Distributor: a0N3400000TSoUqEAL, Opportunity: Anglo School_Teledata_FG+FAP, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 12529.69
Distributor: a0N3400000LcbhyEAB, Opportunity: TCCT_FORTIVOICE_TELEFONICA, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 49521.05
Distributor: a0N3400000Psy93EAB, Opportunity: RNW-OLIMPICA- FW INGENIERIA-FORTIMAIL-ROSA, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 14193.97
Distributor: a0N3400000TSnDvEAL, Opportunity: Q3 FY24 RNWL Telefonica (Ferrovial | 5292055-1|5292062-1|5292048-1)/Telefonica/Synnex, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 36486.01
Distributor: a0N3400000TSnE0EAL, Opportunity: STOCK + LOCAL - GRUPO L - DATASTAR - FG, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 5233.78
Distributor: a0N8000000Ajer4EAB, Opportunity: Firewall Perimetral FG-200F, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 4706.86
Distributor: a0N3400000TSoY9EAL, Opportunity: ACC_CC_PE - Win Empresas - Pesquera Exalmar - FGR, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 22129.2
Distributor: a0N3400000Psy93EAB, Opportunity: Q3-2024- Renewal Equipos centralizados-IFX Networks Colombia S.A.S-, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 23270.17
Distributor: a0N3400000LcbcUEAR, Opportunity: ENT - UNIANDES - SISTELDATA - SWITCHES Y APS, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 9858.04
Distributor: a0N30000000WGdSEAW, Opportunity: NBSF (Petersen) / TECO / SDWAN / Fase 4, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 10901.77
Distributor: a0N3400000LcbhyEAB, Opportunity: Q4 FY24 RNWL Claro (Unidades SOC<5327041-1>/NTT/Dacas, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 65783.18
Distributor: a0N3400000TSnDvEAL, Opportunity: TCCT_EMERGENT COLD CHILE_AUTHENTICATOR, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 36771.52
Distributor: a0N3400000LcbcjEAB, Opportunity: Enex-Renewal-36MESES, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 178620.88
Distributor: a0N3400000LcbceEAB, Opportunity: Win Empresas - Universidad Autónoma - FG, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 6425.16
Distributor: a0N30000000WGdSEAW, Opportunity: Grupo Petersen - Novared - EA 1 Year, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 129875.58
Distributor: a0N3400000Psy93EAB, Opportunity: RNW- FINANCIERA COOMULTRASAN-GAMMA-NICOLE, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 53629.04
Distributor: a0N3400000LcbcjEAB, Opportunity: Q3-FY24-RNW-COPESA S.A, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 10500.31
Distributor: a0N3400000LcbcZEAR, Opportunity: Fasecolda- FW REFRESH, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 8571.6
Distributor: a0N2H00000VO1GxUAL, Opportunity: Q3-FY24-RNW-BOLSA-CIDICOM, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 8000.0
Distributor: a0N3400000LcbcjEAB, Opportunity: Q4-FY24-RNW-Asmar (Named), CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 3702.02
Distributor: a0N3400000TSnDvEAL, Opportunity: Valtek-, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 4588.5
Distributor: a0N3400000TSoY9EAL, Opportunity: TDP - EL GOLF - FG-600F, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 9027.27
Distributor: a0N3400000LcbcjEAB, Opportunity: Q3-FY24-RNW-Saesa (Named), CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 2722.35
Distributor: a0N3400000Psy93EAB, Opportunity: Q3-FY24-Renewal-Grupo Plastilene (Named/C/COB), CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 2583.777
Distributor: a0N3400000LcbhyEAB, Opportunity: Q3-FY24-RNW-E-Contact, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 8268.09
Distributor: None, Opportunity: Q3-FY24-Renewal-ARUS SMB, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 2906.05
Distributor: a0N2H000007lgZ3UAI, Opportunity: Q3-FY24-RNW-SINDEC, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 3548.95
Distributor: a0N3400000TSoUvEAL, Opportunity: Q3-FY24-Renewal-FARMANET S.A-CM-ARG2, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 5433.12
Distributor: a0N3400000TSoUvEAL, Opportunity: Q3-FY24-Renewal-BORAX ARGENTINA S.A., CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 3320.72
Distributor: a0N3400000TSoUvEAL, Opportunity: Q3-FY24-Renewal-Renatre-CM-ARG2, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 9838.87
Distributor: a0N3400000TSoUqEAL, Opportunity: Q3-FY24-Renewal-AT SRL, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 2500.0
Distributor: a0N8000000Ajer4EAB, Opportunity: Q4-FY24-CROSS SELL-COFIDE (NA), CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 15780.13
Distributor: a0N3400000TSoUqEAL, Opportunity: Q4-FY24-Renewal-Dirección Nacional de Identificación Civil, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 13076.05
Distributor: a0N3400000TSoUvEAL, Opportunity: Q4-FY24-Renewal-Banco Bica-CM-ARG2, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 5289.38
Distributor: a0N3400000LcbcZEAR, Opportunity: Q3-FY24-Renewal-Celsia SA ESP - ARGOS (Named/E/LPC) JULIAN PARDO, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 2951.41
Distributor: a0N3400000LcbcZEAR, Opportunity: Q4-FY24-Renewal-Hospital Universitario Erasmo Meoz HUEM (Named/C/NAN), CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 3440.02
Distributor: a0N3400000LcbcZEAR, Opportunity: Q4-FY24-Cross Sell-SDM (NAMED/G/FGR), CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 44356.31
Distributor: a0N3400000Psy93EAB, Opportunity: COASMEDAS- SDWAN TELEFONICA, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 46385.52
Distributor: a0N80000000XLwcEAG, Opportunity: SRB // Q3-2024- Renewal BNA -Fweb, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 15605.68
Distributor: a0N3400000TSnDvEAL, Opportunity: GTD-Doite-FAZ, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 13157.65
Distributor: a0N3400000LcbceEAB, Opportunity: ACC_CC_PE - Win Empresas - Rico Pollo - Sede San Jose, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 6174.0
Distributor: a0N3400000TSoUvEAL, Opportunity: Q4-FY24-CROSS SELL-MRW-FAZ, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 4171.41
Distributor: None, Opportunity: Q3-FY24-Renewal-Informática y Tecnología Stefanini, CloseDate: 2024-09-28, Area: SOLA - Colombia, Amount: 2574.0
Distributor: a0N3400000LcbhyEAB, Opportunity: Caja de Compensación Los Andes - Red de Telefonia, CloseDate: 2024-09-29, Area: SOLA - Chile, Amount: 204790.08
Distributor: None, Opportunity: TV Mas SpA-lic 200F, CloseDate: 2024-09-29, Area: SOLA - Chile, Amount: 19140.0
Distributor: a0N3400000Psy93EAB, Opportunity: Stock - Cirion-TD-Synnex, CloseDate: 2024-09-29, Area: SOLA - Colombia, Amount: 113234.16
Distributor: a0N3400000LcbcZEAR, Opportunity: SYNERJOY / FIREWALLS / CLARO, CloseDate: 2024-09-29, Area: SOLA - Colombia, Amount: 57504.15
Distributor: None, Opportunity: Q3-FY24-Renewal-MUNICIPALIDAD PROVINCIAL DEL SANTA, CloseDate: 2024-09-29, Area: SOLA - Peru, Amount: 3712.46
Distributor: a0N3400000TSoY9EAL, Opportunity: Q4FY24-Renewal-SUNARP, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 157938.72
Distributor: a0N3400000LcbcjEAB, Opportunity: Q3 FY24 RNWL UMCE (5180252-1)/Innovanet/Adistec, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 4506.57
Distributor: a0N3400000LcbceEAB, Opportunity: Q2FY24-Renewal-Orocom, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 11105.72
Distributor: a0N3400000LcbhyEAB, Opportunity: PAM Bank of China, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 11160.0
Distributor: a0N3400000LcbcjEAB, Opportunity: Entell Sell to - FW NOC, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 98797.4
Distributor: a0N3400000LcbceEAB, Opportunity: Q2FY27-Renewal-WIN/Interbank Wifi, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 8502.45
Distributor: a0N3400000Psy93EAB, Opportunity: Fondo Nacional de Garantías-Datasec-Synnex-Cloud, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 60579.576
Distributor: a0N3400000LcbcjEAB, Opportunity: Entel Sell to - Wifi tiendas completo, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 527085.12
Distributor: a0N3400000TSnDvEAL, Opportunity: TCCT_ESTADIO MUNICIPAL DE ANTOFAGASTA_SEGURIDAD, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 5455.3
Distributor: None, Opportunity: Yanbal - Oficina Camelias ver1, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 14575.18
Distributor: a0N3400000LcbceEAB, Opportunity: SMI - Fast Tech - FortiAnalyzer, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 22390.36
Distributor: a0N3400000LcbcjEAB, Opportunity: TCCT_GREGORY ENERGY_SDWAN, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 3208.6
Distributor: a0N3400000LcbceEAB, Opportunity: PROYECTO OT ELSE Sub Estaciones, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 264605.8
Distributor: a0N3400000LcbcjEAB, Opportunity: TCCT_Maletas Chile SPA_SDWAN, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 68992.51
Distributor: a0N800000069gpPEAQ, Opportunity: Radical_Radical_Servicios Deceptor opp 2, CloseDate: 2024-09-30, Area: SOLA - Ecuador, Amount: 34776.25
Distributor: a0N3400000TSnDvEAL, Opportunity: TCCT_COMPASS CATERING SA_SDWAN, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 41668.07
Distributor: a0N3400000LcbcjEAB, Opportunity: ENTEL - LICENCIAS MSSP, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 95000.0
Distributor: a0N3400000LcbceEAB, Opportunity: METRO LINEA 2 - FG/Switches, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 215995.37
Distributor: a0N30000000WGdSEAW, Opportunity: GRUPO PEÑAFLOR S.A.-Mendotec-FG-600F, CloseDate: 2024-09-30, Area: SOLA - Argentina, Amount: 24211.16
Distributor: a0N8000000Ajer4EAB, Opportunity: GTD - KOBRANZAS SAC - EDR, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 28000.0
Distributor: a0N3400000TSoY9EAL, Opportunity: Q1FY25-Renewal-UPN/Cloud, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 20583.31
Distributor: a0N3400000LcbceEAB, Opportunity: Q3FY24-Renewal-Izipay Deceptor, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 6656.47
Distributor: a0N3400000TSoUvEAL, Opportunity: FortiFlex (formerly Flex-VM) Billing-Consulting Services-2024-8, CloseDate: 2024-09-30, Area: SOLA - Argentina, Amount: 153.6
Distributor: a0N30000000WGdSEAW, Opportunity: FortiFlex (formerly Flex-VM) Billing-eMozart-2024-8, CloseDate: 2024-09-30, Area: SOLA - Argentina, Amount: 150.54
Distributor: a0N3400000LcbcUEAR, Opportunity: Q4-FY24-RNW-COORDINACIÓN ZONAL 9 | NN, CloseDate: 2024-09-30, Area: SOLA - Ecuador, Amount: 2022.41
Distributor: a0N800000069gpPEAQ, Opportunity: NEW_SECOPS_EC ENT - Filtanet / Tipti / FortiMail, CloseDate: 2024-09-30, Area: SOLA - Ecuador, Amount: 13385.0
Distributor: a0N3400000LcbcjEAB, Opportunity: DATCO CHILE S.A.-uso interno, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 19111.56
Distributor: a0N3400000TSnEAEA1, Opportunity: Otecel /GIZLO SOLUCIONES EMPRESARIALES Y TECNOLOGICAS / FG, CloseDate: 2024-09-30, Area: SOLA - Ecuador, Amount: 35164.8
Distributor: a0N2H000007lgX2UAI, Opportunity: Q4-FY24-RNW-Banco del Pacifico-CLARO | NN, CloseDate: 2024-09-30, Area: SOLA - Ecuador, Amount: 4956.0
Distributor: a0N3400000TSoY9EAL, Opportunity: Entel - Verisure - Net Sec, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 10388.09
Distributor: a0N2H00000VO1GxUAL, Opportunity: Q1-FY25-RNW-SOMAX, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 1170.15
Distributor: a0N3400000LcbceEAB, Opportunity: Q3FY24-Renewal-SENATI 2200E, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 8778.65
Distributor: a0N8000000Ajer4EAB, Opportunity: SCANIA - SEDE AREQUIPA, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 5596.11
Distributor: None, Opportunity: Marval-EDR, Socaas-Varios, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 96535.23
Distributor: a0N3400000TSoY4EAL, Opportunity: Q3-2024 RNW NUTRESA SENCINET FG600E, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 27096.91
Distributor: a0N8000000Ajer4EAB, Opportunity: Q4FY24-Renewal-Grupo Okinawatec, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 49034.32
Distributor: a0N3400000TSoY9EAL, Opportunity: Proyecto APs, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 11945.58
Distributor: a0N3400000TSoY4EAL, Opportunity: GSE/ELLIPTICAL/FG Tunja, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 22453.2
Distributor: a0N30000000WGdSEAW, Opportunity: Tea_Telefoncia Empresas - QRadar SIEM Displacement, CloseDate: 2024-09-30, Area: SOLA - Argentina, Amount: 203244.95
Distributor: a0N3400000LcbceEAB, Opportunity: Hudbay - DC de Operaciones: FG+FSW, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 57033.56
Distributor: a0N3400000LcbceEAB, Opportunity: Senati - FortiDDoS-200F + FSW-524D Upgrade, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 83653.5
Distributor: None, Opportunity: ENT-FAE- ENLACES SDWAN 2024, CloseDate: 2024-09-30, Area: SOLA - Ecuador, Amount: 226521.8
Distributor: a0N3400000LcbceEAB, Opportunity: Scotiabank_FG-201F_401F, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 25207.46
Distributor: a0N3400000Psy93EAB, Opportunity: Q4-2024- Actualización Tecnológica - Cirion, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 14801.3
Distributor: a0N3400000LcbceEAB, Opportunity: GTD - IS - LanEdge, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 24691.38
Distributor: a0N3400000LcbcjEAB, Opportunity: DTS- FG 200F Enterprise FAZ, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 12810.86
Distributor: a0N3400000LcbcZEAR, Opportunity: LN- Seguridad CONTENTO BPS S A-, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 36283.1
Distributor: a0N3400000TSnDvEAL, Opportunity: GTD-Better Food, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 3000.0
Distributor: a0N8000000Ajer4EAB, Opportunity: PetroPeru- ZTNA  Pre SASE, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 422.4
Distributor: a0N8000000Ajer4EAB, Opportunity: NDR, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 85690.0
Distributor: a0N3400000TSoY9EAL, Opportunity: TDP - Lucky - Forticloud, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 2313.3
Distributor: a0N3400000LcbceEAB, Opportunity: BRADKEN PERU S.A.C - CONDOR NETWORK, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 11952.34
Distributor: a0N3400000TSoY9EAL, Opportunity: TDP - SERVICIO PROFESIONAL INTEGRAL - FG-600F, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 28555.65
Distributor: a0N3400000LcbceEAB, Opportunity: Win Empresas - ALFOSAC - FAD, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 5508.36
Distributor: a0N3400000TSnDvEAL, Opportunity: TCCT_EMERGENT COLD CHILE_PROYECTO WI FI, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 14837.65
Distributor: a0N3400000TSoY9EAL, Opportunity: Entel - Scharff - Secure SDWAN, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 65206.55
Distributor: a0N3400000TSnE0EAL, Opportunity: IAPSER - Instituto Autarquico Provincial del Seguro de Entre Ríos- Druidics - FG-401F, CloseDate: 2024-09-30, Area: SOLA - Argentina, Amount: 43467.66
Distributor: None, Opportunity: Corporacion Belcorp- FW 200F CO, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 15234.92
Distributor: a0N2H000007lgX2UAI, Opportunity: ACC_SECOPS_EC_ENT-Telconet / Interagua / FSIEM MSSP  Sept, CloseDate: 2024-09-30, Area: SOLA - Ecuador, Amount: 1583.74
Distributor: None, Opportunity: Dinet - LAN EDGE: Almacen Hiraoka - EKIS, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 11310.76
Distributor: a0N3400000LcbceEAB, Opportunity: BBVA_FG-80POE, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 4926.38
Distributor: a0N3400000LcbceEAB, Opportunity: Union Andina de Cemento UNACEM- Networking, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 337582.68
Distributor: a0N3400000TSoY9EAL, Opportunity: LAP - FortiSIEM (Cybersoc) - Securesoft, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 24163.93
Distributor: a0N3400000TSnDvEAL, Opportunity: TCCT_Municipalidad de Talagante_SEGURIDAD_SDWAN, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 32013.21
Distributor: a0N8000000Ajer4EAB, Opportunity: TASA_FWs_FS, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 26613.62
Distributor: a0N3400000LcbceEAB, Opportunity: U.Pichanaki_Networking, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 141207.6
Distributor: None, Opportunity: BRIGHTCELL LOGISTICS COLOMBIA SAS- Cirion - TD-Synnex - 1era Instancia, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 39673.0
Distributor: a0N8000000Ajer4EAB, Opportunity: TaiLoy_Switches_upsale, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 65126.4
Distributor: a0N3400000Psy93EAB, Opportunity: Corporación universitaria autónoma del Cauca-GAMMA-TDSYNNEX-FW, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 19394.28
Distributor: None, Opportunity: Union Andina de Cemento UNACEM- WIFI SAN ISIDRO CELELPSA, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 13149.0
Distributor: a0N3400000TSnDvEAL, Opportunity: Q3 FY24 RNWL GTD (Cen|5310619-1/24M|5310410-1/36M)/GTD/Synnex, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 16771.34
Distributor: a0N3400000LcbceEAB, Opportunity: ACC_CC_PE - Win Empresas - Agroindustrial Laredo - FortiPAM, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 3792.8
Distributor: a0N3400000TSnDvEAL, Opportunity: ENTEL - VALTEK, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 2672.98
Distributor: a0N3400000TSoUvEAL, Opportunity: Q3-FY24-RNW-HP MEDICAL-EMS, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 3148.26
Distributor: a0N2H000007lgX2UAI, Opportunity: ACC_SASE_EC_ENT - Telconet / Interagua / SASE Add-on, CloseDate: 2024-09-30, Area: SOLA - Ecuador, Amount: 738.94
Distributor: a0N3400000TSoUvEAL, Opportunity: Q3-FY24-CROSS SELL-ALIANZA SEGUROS, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 2868.88
Distributor: a0N3400000TSoY9EAL, Opportunity: TDP - PROEMPRESA - FW Y ADC, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 38552.2
Distributor: a0N3400000LcbcUEAR, Opportunity: Orizontel-Kullkiwasi- FG-FS, CloseDate: 2024-09-30, Area: SOLA - Ecuador, Amount: 15674.34
Distributor: a0N3400000LcbcjEAB, Opportunity: [XSELLTELCOS] GTD-Reno - Secure Networking, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 3897.54
Distributor: a0N3400000LcbceEAB, Opportunity: GTD - mssp FG50G, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 16115.5
Distributor: a0N3400000TSnDvEAL, Opportunity: GTD - Movicenter, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 6362.74
Distributor: a0N3400000LcbcUEAR, Opportunity: ORION Security - REGISTRO DE LA PROPIEDAD DE GUAYAQUIL - EDR, CloseDate: 2024-09-30, Area: SOLA - Ecuador, Amount: 13028.18
Distributor: a0N3400000LcbcjEAB, Opportunity: Q3-FY24-RNW-INJUV (Named), CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 2222.08
Distributor: None, Opportunity: Credinka - FAPs, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 6578.0
Distributor: a0N3400000LcbcjEAB, Opportunity: GTD-MOTOROLA-LICENCIAS, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 1388.02
Distributor: a0N3400000TSoUqEAL, Opportunity: Q3-FY24-RNW-LATU, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 2269.54
Distributor: a0N3400000TSnDvEAL, Opportunity: Claro Sell to - One Core APN Service, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 6000.0
Distributor: a0N3400000LcbcZEAR, Opportunity: Coopetrol-Datasec- Adistec-SW, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 16164.49
Distributor: a0N800000069gpPEAQ, Opportunity: NEW_SASE_EC_ENT - Telconet / Interagua / SASE Interno, CloseDate: 2024-09-30, Area: SOLA - Ecuador, Amount: 35100.0
Distributor: None, Opportunity: Xsell_TCCT_SUGAL_SDBRANCH, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 5603.85
Distributor: a0N3400000LcbhyEAB, Opportunity: Q3 FY24 RNWL ClaroVTR-EA (5185881-1)/Claro Dacas, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 31200.0
Distributor: a0N3400000LcbcjEAB, Opportunity: Q3-FY24-RNWL-Sernageomin/GTD/Adistec, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 9736.99
Distributor: a0N3400000Psy93EAB, Opportunity: Q3-2024-Renewal-ESAP (Named/E/FZA), CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 14133.69
Distributor: a0N3400000Psy93EAB, Opportunity: Q3-2024-Renewal-GAMMA INGENIEROS-CARLOS BURGOS, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 792.708
Distributor: a0N3400000LcbhyEAB, Opportunity: Q3-FY24-RNWL-Universidad de Chile/IT TRUST/Dacas, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 9419.13
Distributor: None, Opportunity: Q3-2024-Renewal-Municipio de Yumbo, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 6890.0
Distributor: a0N3400000LcbcZEAR, Opportunity: Q3-2024-Renewal-Agencia de Renovacion del Territorio - (Gov-DR) NAMED ACCOUNT, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 77225.76
Distributor: a0N3400000TSnDvEAL, Opportunity: ENTEL_SYSTECH, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 16804.08
